page_id,route,page_title,surface_kind,roles,templates,source_contract_status,visual_review,keyboard_and_screen_reader,responsive_and_zoom,workflow_validation,reviewer,findings,signoff
UI-PAGE-21C12E11BA,/core-schools/schedule-training,Core Schedule Training Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL,partials/core_schools/schedule_training_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B028D7C544,/core-schools/schedule-training/action,Core Schedule Training Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0B247C98CF,/core-schools/schedule-visit,Core Schedule Visit Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL,partials/core_schools/schedule_visit_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1B92F939B0,/core-schools/schedule-visit/action,Core Schedule Visit Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E1FE532B4B,/core-schools/strategy-playbook,Core Strategy Playbook Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL,partials/core_schools/strategy_playbook_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B2C7B8534B,/cost-intelligence,Cost Intelligence,action,ACCOUNTANT; ADMIN; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AD648BAC50,/cost-settings,Cost Catalogue,page,ADMIN; CD,pages/cost_settings/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-355BFF3F2B,/cost-settings/add,Cost Settings Add,drawer,ADMIN; CD,partials/cost_settings/add_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6B5ACDE957,/cost-settings/initialize-default,Initialize Default Catalogue,action,ADMIN; CD,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B40AF5ED77,/cost-settings/row/<str:key>,Cost Setting Row,drawer,ADMIN; CD,partials/cost_settings/edit_drawer.html; partials/cost_settings/cost_setting_row.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-172950D3EF,/country-budget,Country Budget,action,ACCOUNTANT; ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9463365068,/country-budget/,Country Budget View,action,ACCOUNTANT; ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7BA512D877,/country-budget/action,General Budget,partial,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/country_budget/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-42E1B1E4D5,/country-budget/history,Submitted Budgets,page,ACCOUNTANT; ADMIN; CD; IA; RVP,pages/finance/country_budget_history.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E49086D072,/country-budget/history/<str:budget_id>,FY,page,ACCOUNTANT; ADMIN; CD; IA; RVP,pages/finance/country_budget_submission.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6C0C6DD33B,/country-budget/plan-sources,Country Budget Plan Sources,drawer,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/country_budget/plan_sources_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EFEA0EEA3D,/country-budget/return,Country Budget Return Drawer,drawer,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/country_budget/return_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3CB2AE6648,/country-planning-oversight/,Country Planning Oversight · Edify,partial,ADMIN; CD; RVP,partials/oversight/cd_workspace.html; pages/oversight/country_planning.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D0BD7CD860,/country-planning-oversight/export,Country Planning Oversight Export,export,ADMIN; CD; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-15D0AB1EB0,/country-planning-oversight/send,Country Planning Oversight Send,action,ADMIN; CD; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F26256AF53,/country-planning-oversight/team/<str:staff_id>,Country Planning Oversight Team,partial,ADMIN; CD; RVP,partials/oversight/cd_team_detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3C3DB87ABF,/coverage,Coverage · Edify,page,ADMIN; CD; HR; IA; PROJECT_COORDINATOR; RVP,pages/coverage/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6E4DAD286B,/cpd-learning,CPD & Learning,partial,ADMIN; CD; HR; PL; RVP,partials/hr/pd_dashboard/tracker_table.html; pages/hr/professional_development_dashboard.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-442BF26C2E,/cpd-learning/action,Pd Dashboard Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-86CEE7AF2C,/cpd-learning/adjust-allocation,Pd Dashboard Adjust Allocation,drawer,ADMIN; CD; HR; PL; RVP,partials/hr/pd_dashboard/adjust_allocation_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-821197ACB6,/cpd-learning/return,Pd Supervisor Return Drawer,drawer,ADMIN; CD; HR; PL; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7D69FB07E8,/culture-engagement,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EFB8E1FB3D,/dashboard,Dashboard,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/_view_tabs.html; partials/dashboards/cd/body.html; pages/dashboards/cd.html; pages/dashboards/rvp.html; partials/dashboards/hr/body.html; pages/dashboards/hr.html; pages/dashboards/cceo.html; pages/dashboards/special_projects.html; pages/dashboards/main.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4738B1CEF1,/dashboard/cd-approve,Cd Dashboard Approve,partial,ADMIN; CD,partials/dashboards/cd/body.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-35678484B9,/dashboard/cd-return,Cd Dashboard Return,partial,ADMIN; CD,partials/dashboards/cd/body.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-190160CA0F,/dashboard/pl,Pl Dashboard,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9ED6856417,/dashboard/pl-approve,Pl Dashboard Approve,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3D83415EFD,/dashboard/pl-drilldown,Pl Dashboard Drilldown,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/pl/drilldown.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6DED1FE26D,/dashboard/pl-send-urgent-action,Pl Send Urgent Action,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/pl/urgent_action_error.html; partials/dashboards/pl/urgent_action_sent.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D2C1ACA82A,/dashboard/pl-urgent-schools,Pl Urgent Schools Page,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/pl/urgent_schools_page.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-063B2154FF,/dashboard/planning-progress,Planning Progress Fragment,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/admin/_planning_progress_body.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-44FBA5501A,/data-quality/duplicates,Duplicate Review,page,ADMIN; IA,pages/admin/duplicate_review.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3804BD9D07,/data-quality/issue/<str:issue_id>/action,Data Quality Issue Action,partial,ADMIN; IA,partials/data_quality/issue_row.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-02AC0DDFB9,/data-repair,Data Repair Center,page,ADMIN,pages/admin_ops/data_repair.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A2860968D2,/data-repair/<str:key>/apply,Apply Data Repair,action,ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A3ABFAEDCD,/debriefs,Field Debrief,partial,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,partials/debriefs/dashboard_table.html; partials/debriefs/dashboard_body.html; pages/debriefs/dashboard.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0BAB7C19E4,/debriefs/<str:debrief_id>,· Field Debrief · Edify,page,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,pages/debriefs/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2C1B7C8FA7,/debriefs/action,Debrief Action,action,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E64B01174E,/debriefs/activity-options,Debrief Activity Options,action,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6F9D10A2EA,/debriefs/submit,Daily Debrief · Edify,page,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,pages/debriefs/submit.html; partials/debriefs/autosave_chip.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DEC5E97B9C,/debriefs/weekly-report,Weekly Debrief Report · Edify,page,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,pages/debriefs/weekly_report.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B7762FBF15,/debriefs/weekly-report/pdf,Debrief Weekly Report Pdf,export,ADMIN; CCEO; CD; HR; IA; PARTNER; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A93160664D,/decision-log,Decision Log,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F1B955629C,/decisions,Decision Intelligence,page,ACCOUNTANT; ADMIN; CD; HR; RVP,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A2AAB0EEE2,/declining-schools,Declining Schools,page,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RVP,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E25D80DF26,/disbursements,Disbursement Dashboard,partial,ACCOUNTANT; ADMIN,partials/disbursements/root.html; pages/disbursements/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B2B709AA56,/disbursements/action,Disbursements Action,partial,ACCOUNTANT; ADMIN,partials/disbursements/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-99ACD5614E,/disbursements/detail,Disbursements Detail,partial,ACCOUNTANT; ADMIN,partials/disbursements/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-66250CABB0,/disbursements/drawer,Disbursements Drawer,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3E7346BCB9,/districts,Districts,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/districts/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A6FCE7EB16,/districts/<str:district_id>,District,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/districts/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B49AB1186E,/documents/<slug:slug>/,Edify,page,,pages/documents/canonical_document.html; pages/documents/viewer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6A16EB2B5D,/documents/<slug:slug>/<str:action>,Document Action,action,ADMIN; CD; HR; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E27995BCBE,/documents/<slug:slug>/manage,Edify,page,ADMIN; CD; HR; IA; RVP,pages/documents/manage_document.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-80298B85DB,/documents/<slug:slug>/versions/new,New Document Version,action,ADMIN; CD; HR; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-191A6C74DD,/employee-relations,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CE90D5C0A9,/employee-relations/<str:case_id>,Employee Relations Case,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9B0DED69EE,/employee-relations/<str:case_id>/advance,Employee Relations Advance,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8B555F1B5F,/employee-relations/new,Employee Relations Open Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-31FB0E6047,/employee-relations/open,Employee Relations Open,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EAF8068263,/escalations,Escalations,page,ADMIN; CCEO; CD; PL; PROJECT_COORDINATOR; RVP,pages/escalations/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0FD663DD8D,/evidence,Evidence Gallery,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8AAED4C95E,/evidence/,Evidence Center,action,ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EAF2C08253,/evidence/returned,Returned Evidence,action,ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CF53BB543B,/extra-work,Extra Work · Edify,page,ADMIN; CCEO; CD; PL,pages/hr/extra_work.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-27E90C9600,/extra-work/<str:assignment_id>/<str:action>,Extra Work Action,action,ADMIN; CCEO; CD; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B8315198A8,/extra-work/<str:assignment_id>/submit-drawer,Extra Work Submit Drawer,drawer,ADMIN; CCEO; CD; PL,partials/hr/extra_work_submit_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-73016C441F,/extra-work/assign,Extra Work Assign,action,ADMIN; CCEO; CD; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-256323C127,/extra-work/assign-drawer,Extra Work Assign Drawer,drawer,ADMIN; CCEO; CD; PL,partials/hr/extra_work_assign_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-44CF431D3D,/finance/actions/clear_partner_payment,Clear Partner Payment Action,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C48951EF66,/finance/actions/confirm_accountability,Confirm Accountability Action,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7E089F7139,/finance/actions/disburse_advance,Disburse Advance Action,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8A0396BA64,/finance/actions/drawer,Finance Action Drawer,drawer,ACCOUNTANT; ADMIN,partials/finance/finance_action_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9395431DA1,/finance/actions/process_reimbursement,Process Reimbursement Action,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3C198F12F7,/finance/actions/return_correction,Finance Return Action,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B8FC75043B,/finance/fund-allocation,Consolidated Fund Allocation,page,ACCOUNTANT; ADMIN; CD; IA; RVP,pages/finance/fund_allocation.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D5ADBEA3B6,/finance/fund-allocation/,Consolidated Fund Allocation,page,ACCOUNTANT; ADMIN; CD; IA; RVP,pages/finance/fund_allocation.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BB1B653C5D,/finance/fund-allocation/admin-budget-drilldown,Admin Budget Drilldown,partial,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/admin_budget_drilldown.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-22C341EEE0,/finance/fund-allocation/drilldown,Allocation Drilldown,drawer,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/allocation_drilldown_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-85D177E3CF,/finance/fund-allocation/export-drawer,Export Drawer,drawer,ACCOUNTANT; ADMIN; CD; IA; RVP,partials/finance/export_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7921AB6C57,/fund-approvals,Fund Approvals,partial,ADMIN; CD; PL,partials/fund_approvals/root.html; pages/fund_approvals/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-682E1299FA,/fund-approvals/action,Fund Approvals Action,partial,ADMIN; CD; PL,partials/fund_approvals/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-604AD57E62,/fund-approvals/detail,Fund Approvals Detail,partial,ADMIN; CD; PL,partials/fund_approvals/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-45A89C7D34,/fund-approvals/invoices/<str:invoice_id>/action,Pl Partner Invoice Action,partial,ADMIN; CD; PL,partials/fund_approvals/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5D4FA661D2,/fund-approvals/invoices/<str:invoice_id>/download,Pl Partner Invoice Download,export,ADMIN; CD; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D2A71FB89F,/fund-approvals/return,Fund Approvals Return,drawer,ADMIN; CD; PL,partials/fund_approvals/return_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E752172BBA,/fund-requests,Fund Requests List,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A0B364D43A,/fund-requests/advances/<str:advance_id>/pl-approve,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CA0E7F63DC,/fund-requests/advances/<str:advance_id>/pl-return,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-69D5E8ADAD,/fund-requests/generate-request,Generate Request Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6085EBC380,/fund-requests/receipt-confirm,Fund Receipt Confirm,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DCD56713A1,/fund-requests/weekly,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BA500F51A1,/fund-requests/weekly/<str:request_id>,Weekly Fund Request Detail,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E7DBE89831,/fund-requests/weekly/<str:request_id>/approve,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-31F49EF531,/fund-requests/weekly/<str:request_id>/confirm,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3BCE4448DD,/fund-requests/weekly/<str:request_id>/confirm-receipt,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-28C1ED349E,/fund-requests/weekly/<str:request_id>/disburse,Weekly Fund Request Disburse,action,ACCOUNTANT; ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-97195E5671,/fund-requests/weekly/<str:request_id>/not-requested,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-15785CF711,/fund-requests/weekly/<str:request_id>/return,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-41CB76A0D0,/fund-requests/weekly/<str:request_id>/return-drawer,Weekly Fund Request Return Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/return_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CF59C113B1,/fund-requests/weekly/<str:request_id>/self-funded,Weekly Advance Request,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/fund_requests/root.html; pages/fund_requests/weekly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9E1520AF65,/fy,Fiscal Year Overview,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/fy/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B35FAC1878,/health-safety,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EE2DB868E6,/health-safety/<str:incident_id>,Incident Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6EA9145F97,/health-safety/<str:incident_id>/advance,Incident Advance,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-31B9AC3451,/health-safety/new,Incident New Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-61DDBE7AA2,/health-safety/report,Incident Report,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-61030068A3,/help,Knowledge Center · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
